timestamp,latitude,longitude,wind_u,wind_v,current_u,current_v
2026-03-14T02:00:00Z,19.10,71.82,4.8,-1.2,0.28,-0.06
2026-03-14T03:00:00Z,19.10,71.82,5.1,-1.0,0.30,-0.05
2026-03-14T04:00:00Z,19.10,71.82,5.4,-0.8,0.31,-0.04
2026-03-14T05:00:00Z,19.10,71.82,5.6,-0.7,0.32,-0.04
2026-03-14T06:00:00Z,19.10,71.82,5.8,-0.6,0.33,-0.03
2026-03-14T06:30:00Z,19.10,71.82,5.9,-0.5,0.34,-0.03
2026-03-14T07:00:00Z,19.10,71.82,6.0,-0.4,0.34,-0.02
2026-03-14T08:00:00Z,19.10,71.82,6.1,-0.3,0.35,-0.02
2026-03-14T09:00:00Z,19.10,71.82,6.0,-0.2,0.35,-0.01
2026-03-14T12:00:00Z,19.10,71.82,5.7,0.1,0.33,0.00
2026-03-14T18:00:00Z,19.10,71.82,5.2,0.4,0.30,0.02
